id,name
123865302,Разработчик платформы на GenAI (Senior Frontend Engineer)
122878256,Frontend разработчик NMS (Vue.js)
123851963,Frontend Developer в команду VKUI
123700547,Frontend-разработчик
124103880,Инженер по автоматизации тестирования [Frontend]
123151862,Frontend-разработчик (Senior)
122915127,"Frontend-разработчик (React, Next.js)"
123669675,Middle Frontend разработчик (Vue)
122284996,Frontend developer (Junior)
123303035,Frontend-разработчик (Разработка игр)
123702239,Frontend-разработчик
122984176,Frontend-разработчик
121216537,Frontend (JavaScript-разработчик)
123275283,Frontend-разработчик (React + TypeScript)
124066145,Intern Angular
123301468,Junior frontend developer
123516026,Senior Frontend Developer
104381436,Intern Front-end Developer
123939368,Senior frontend developer (react/redux)
124056808,Frontend разработчик (Senior)
123165349,Программист‑стажёр (Frontend / JavaScript)
123325474,Frontend-разработчик (TypeScript + Svelte)
124016801,"Senior frontend developer (финтех, банки)"
123038442,"Стажёр разработчик JavaScript, Маркетплейс, Ozon Tech"
123606857,"Frontend-hазработчик Vue.js Junior+ (офис, Казань)"
123656365,Frontend-разработчик
123875340,Frontend-разработчик (React)/Стажер в Твери
123701019,Frontend developer / Frontend-разработчик
123648157,Frontend Engineer VueJS 3+
124113375,Frontend-разработчик (Vue)
123623309,Middle Front-end разработчик (React)
123800667,Frontend-разработчик (Vue)
123961502,Middle Frontend Developer (Vue. js) в продуктовую разработку
123052942,Frontend-разработчик
123289955,Frontend-разработчик Angular (junior)
123355840,Frontend-разработчик (на срочный трудовой договор до конца года!)
123713252,Senior Frontend Developer
124099646,Инженер-программист 1-ой категории
123740924,Senior Frontend-разработчик (Vue)
123547527,React / TypeScript разработчик (Middle)
122945611,Стажер-разработчик / frontend
123188170,Frontend Developer / Фронтенд-разработчик [Trust & Safety]
123638399,Senior Frontend Developer (iGaming)
123431708,Frontend-разработчик
123102811,Frontend разработчик (JS)
123579904,Frontend-разработчик (Офис)
123207318,Junior Frontend Developer (Angular)
123351958,"Frontend-разработчик (VueJS), middle+"
123410967,Frontend-разработчик (Vue.js)
121981164,Frontend разработчик Vue.js
122567329,Frontend разработчик в Рег.облако (Vue.js)
123421503,Frontend developer (Angular)
124078202,Frontend-разработчик (Angular)
123395881,Frontend-разработчик
122951854,Senior Frontend Developer (Angular)
123228481,Senior/middle frontend разработчик в компанию
123052438,Frontend-разработчик
123672758,"Стажер Frontend разработчик Vue.js, Группа разработки ""Конструктор чат-ботов"""
121568665,Frontend разработчик/VueJS
122954944,"Старший программист (Web, Front-end) группы разработки Aladdin ECA"
124062049,Frontend-разработчик Angular (стажер)
123826986,Frontend-разработчик
119226602,Frontend-разработчик (middle)
123128907,Middle Front-end разработчик
122785630,"Frontend-разработчик (Vue, Nuxt)"
121668490,Middle/Senior Frontend разработчик React
123705089,Senior Frontend Developer
123023761,"Frontend-разработчик (Vanilla JS, jQuery)"
123297367,Frontend разработчик (middle / React / Next.js)
123383460,Middle/Senior Frontend developer (react/redux)
122546572,Frontend-разработчик (Vue 3)
123269251,"UI Developer (Landing pages, Static Websites, React)"
122750123,Frontend-разработчик (React)
123119276,Frontend разработчик Angular
123201150,Senior Frontend-разработчик
123128922,Программист JavaScript
123524450,Middle Frontend Game Developer (Vue.js/Pixi.js)
123041926,Frontend-разработчик (Angular)
123362341,Frontend-разработчик Senior (Единое окно)
123187774,Frontend-разработчик (Vue.js)
123637219,Frontend-разработчик Angular
123122864,Frontend-разработчик
119782136,"Frontend-разработчик (Angular, JS, TypeScript)"
123636700,Senior Frontend разработчик
122969681,Frontend-разработчик
123390113,"Frontend Developer TypeScript, React"
123330460,Middle Frontend Developer (Vue. js)
117645869,Программист Ruby Senior
123132398,Frontend-dasturchi (Vue)
123667418,Frontend-разработчик на Angular
122287347,Senior Frontend Developer
123074116,Frontend-разработчик (Vue.js)
122817232,Frontend разработчик VUE
116454941,Frontend developer
123707074,Middle/Senior Frontend разработчик (React)
123337976,Frontend developer (Middle+/Senior)
122228452,Frontend-разработчик Angular (junior)
123618750,Фронтенд разработчик React.js
123625634,UX/UI-дизайнер
123357502,Senior Frontend разработчик
123556799,Frontend developer (Angular)
123661565,Преподаватель Frontend для детей
121958484,Senior Frontend Developer (Vue.js)
121470953,React developer
123700854,Frontend Team Lead (Pixi.JS)
122098239,"Frontend developer (Vue), г. Новосибирск"
123682534,"Senior Frontend разработчик (Vue.js, Nuxt.js)"
123394988,Frontend-разработчик на Vue
122228392,Frontend-разработчик Angular (junior)
122177466,Frontend-разработчик (Angular)
123468674,Senior Frontend Vuejs developer
123156479,Frontend Developer (Vue.js)
123186865,"Frontend-разработчик (React, TypeScript) E2E (Cypress/Jest/Playwright)"
122691266,Frontend-разработчик Angular (junior)
109243727,Frontend разработчик (Angular)
123282578,"Frontend-разработчик (React, Офис)"
122654953,Frontend developer Angular (Программист)
123530426,TeamLead команды верстки
123600649,Senior frontend-разработчик Angular (офис)
123507199,Architect/Senior frontend разработчик в команду Веб-навигатора
123071884,Middle Frontend разработчик
121569801,Frontend разработчик Vue
122010307,Frontend-разработчик
123457905,Ruby on Rails Middle Developer
123703537,Middle/Senior Frontend разработчик (Vue)
123667883,SENIOR Frontend-разработчик (Angular)
123452166,Front-End разработчик (Angular)
123543138,Веб-дизайнер
123647283,Продуктовый дизайнер (Senior)
123090148,Middle Frontend Developer(angular 2+)
119427450,Team Lead Frontend (Vue)
122430058,Frontend разработчик Angular
123022975,Frontend Developer (Vue/ Nuxt)
123131795,Эксперт angular разработчик
122958193,"Frontend - разработчик на Angular уровня Middle, г. Минск"
123340235,Angular-разработчик (Chat Client)
123457945,Ruby on Rails Senior Developer
121477991,Vue/Nuxt Frontend разработчик
123197932,Vue.JS Frontend Developer (Senior lvl)
123590742,Frontend разработчик / Ionic 5(Angular)
123703398,Middle/Senior Frontend разработчик (Angular)
123599484,Наставник на курс Frontend-разработчик с ANGULAR (куратор/ментор)
122214195,Ruby on Rails Middle Developer
123745089,Junior frontend-разработчик (Vue.js)
123186391,Frontend - разработчик Vue (Middle)
123123479,Разработчик фронтэнда
123873002,Frontend React разработчик
123465183,Frontend-разработчик
123637313,Frontend-разработчик Angular
122209474,Frontend-разработчик Angular
123188105,Frontend-разработчик (Vue.js)
122209585,Frontend-разработчик Angular
123556800,Frontend developer (Angular)
123188072,Frontend-разработчик (Vue.js)
121568653,Frontend REACT
123458123,Ruby on Rails Senior Developer
92896104,Ruby on Rails Middle Developer
92896105,Ruby on Rails Middle Developer
101804942,Ruby on Rails Senior Developer
